Kod;Kommun;Skolenhetsnamn;Grund-skola;Förskole-klass;Fritids-hem
0483;Katrineholm;Viadidakt/Särvux, Katrineholm;;;
0483;Katrineholm;Västra skolan;Ja;Ja;Ja
0483;Katrineholm;Östra skolan;Ja;Ja;Ja
0484;Eskilstuna;Björktorpsskolan 4-6;Ja;;Ja
0484;Eskilstuna;Björktorpsskolan F-3;Ja;Ja;Ja
0484;Eskilstuna;British Junior Primary, Eskilstuna;Ja;Ja;Ja
0484;Eskilstuna;British Junior Secondary, Eskilstuna;Ja;;
0484;Eskilstuna;Djurgårdsskolan F-9;Ja;Ja;Ja
0484;Eskilstuna;Djurgårdsskolans grundsärskola;;;Ja
0484;Eskilstuna;Edvardslundsskolan F-6;Ja;Ja;Ja
0484;Eskilstuna;Entréskolan Eskilstuna;Ja;;
0484;Eskilstuna;Faktoriet 7-9;Ja;;
0484;Eskilstuna;Fristadsskolan 6-9;Ja;;
0484;Eskilstuna;Fröslundaskolan F-6;Ja;Ja;Ja
0484;Eskilstuna;Gillberga skola F-6;Ja;Ja;Ja
0484;Eskilstuna;Grillska Gymnasiet Eskilstuna;;;
0484;Eskilstuna;Gökstensskolan F-9;Ja;Ja;Ja
0484;Eskilstuna;Hammargärdets skola F-6;Ja;Ja;Ja
0484;Eskilstuna;Hållstaskolan F-6;Ja;Ja;Ja
0484;Eskilstuna;Hällberga skola F-6;Ja;Ja;Ja
0484;Eskilstuna;Hällby skola F-6;Ja;Ja;Ja
0484;Eskilstuna;Idunskolan gymnasiesär;;;
0484;Eskilstuna;Idunskolans grundsärskola;;Ja;Ja
0484;Eskilstuna;Internationella Engelska Skolan Eskilstuna;Ja;;Ja
0484;Eskilstuna;JENSEN Gymnasium Eskilstuna;;;
0484;Eskilstuna;Kjula skola F-6;Ja;Ja;Ja
0484;Eskilstuna;Komvux;;;
0484;Eskilstuna;Komvux , lärvux;;;
0484;Eskilstuna;Komvux, SFI;;;
0484;Eskilstuna;Kunskapscompaniets Gymnasium i Eskilstuna;;;
0484;Eskilstuna;Lagersbergsskolan F-6;Ja;Ja;Ja
0484;Eskilstuna;LBS Kreativa Gymnasiet Eskilstuna;;;
0484;Eskilstuna;Lundbyskolan F-6;Ja;Ja;Ja
0484;Eskilstuna;Mesta skola F-3;Ja;Ja;Ja
0484;Eskilstuna;NTI Gymnasiet Eskilstuna;;;
0484;Eskilstuna;Näshulta friskola;Ja;Ja;Ja
0484;Eskilstuna;Odlarskolan 1 grundsärskola;;Ja;Ja
0484;Eskilstuna;Odlarskolan 1 gymnasiesärskola;;;
0484;Eskilstuna;Odlarskolan 2 grundsärskola;;;
0484;Eskilstuna;Odlarskolan 2 gymnasiesärskola;;;
0484;Eskilstuna;Realgymnasiet Eskilstuna;;;
0484;Eskilstuna;Rekarnegymnasiet 1;;;
0484;Eskilstuna;Rekarnegymnasiet 2;;;
0484;Eskilstuna;Rinmangymnasiet Gymnasiesärskola;;;
0484;Eskilstuna;Rinmangymnasiet RI 1N;;;
0484;Eskilstuna;Rinmangymnasiet RI 2N;;;
0484;Eskilstuna;Rinmangymnasiet RI3N;;;
0484;Eskilstuna;S:t Eskils gymnasium 1;;;
0484;Eskilstuna;Skiftingehus F-9;Ja;Ja;Ja
0484;Eskilstuna;Skogstorpsskolan F-9;Ja;Ja;Ja
0484;Eskilstuna;Skogsängsskolan F-5;Ja;Ja;Ja
0484;Eskilstuna;Slagstaskolan F-6;Ja;Ja;Ja
0484;Eskilstuna;Slottsskolan F-6;Ja;Ja;Ja
0484;Eskilstuna;Stålforsskolan 7-9;Ja;;
0484;Eskilstuna;Sverigefinska sk. i Eskilstuna;Ja;Ja;Ja
0484;Eskilstuna;Tegelviken F-9;Ja;Ja;Ja
0484;Eskilstuna;Vallby skola F-3;Ja;Ja;
0484;Eskilstuna;Zetterbergsgymnasiet;;;
0484;Eskilstuna;Årbyskolan F-9;Ja;Ja;Ja
0484;Eskilstuna;Årbyskolans grundsärskola;;Ja;
0484;Eskilstuna;Ärla skola F-6;Ja;Ja;Ja
0484;Eskilstuna;Ärstaskolan F-6;Ja;Ja;Ja
0484;Eskilstuna;Ärstaskolans grundsärskola;;;
0486;Strängnäs;Europaskolan Rogge;Ja;;
0486;Strängnäs;Europaskolan Strängnäs;;;
0486;Strängnäs;Finningeskolan;Ja;Ja;Ja
0486;Strängnäs;Friskolan Asken;Ja;;
0486;Strängnäs;Friskolan Karlavagnen;Ja;Ja;Ja
0486;Strängnäs;Gripsholmsskolan;Ja;Ja;Ja
0486;Strängnäs;Karinslundsskolan;Ja;Ja;Ja
0486;Strängnäs;Mariefreds skola;Ja;Ja;Ja
0486;Strängnäs;Paulinska skolan;Ja;;Ja
0486;Strängnäs;Stallarholmsskolan;Ja;Ja;Ja
0486;Strängnäs;Strängnäs Montessoriskola;Ja;Ja;Ja
0486;Strängnäs;Särskolan Gy;;;
0486;Strängnäs;Thomasgymnasiet;;;
0486;Strängnäs;Thomasskolan;;;
0486;Strängnäs;Tosterö Resursskola;Ja;;
0486;Strängnäs;Tosterö Särskola;;;Ja
0486;Strängnäs;Vasaskolan;Ja;Ja;Ja
0486;Strängnäs;Vuxenutbildningen i Strängnäs, Komvux;;;
0486;Strängnäs;Vuxenutbildningen i Strängnäs, SFI;;;
0486;Strängnäs;Vuxenutbildningen i Strängnäs, Särvux;;;
0486;Strängnäs;Vårfruberga friskola;Ja;Ja;Ja
0486;Strängnäs;Åkerskolan;Ja;Ja;Ja
0488;Trosa;Ekgårdens gymnasiesärskola;;;
0488;Trosa;Fornbyskolan;Ja;Ja;Ja
0488;Trosa;Hedebyskolan;Ja;;
0488;Trosa;Kyrkskolan;Ja;Ja;Ja
0488;Trosa;Skärlagskolan;Ja;Ja;Ja
0488;Trosa;Tomtaklintskolan;Ja;;
0488;Trosa;Trosa Gymnasium;;;
0488;Trosa;Vitalisskolan;Ja;Ja;Ja
0488;Trosa;Vuxenutbildning Trosa;;;
0509;Ödeshög;Fridtjuv Bergskolan;Ja;Ja;Ja
0509;Ödeshög;Lysingskolan;Ja;;
0509;Ödeshög;Rök skola;Ja;Ja;Ja
0512;Ydre;Central Insamlingsenhet Kommunal verksamhet;;;
0512;Ydre;Hestraskolan;Ja;Ja;Ja
0512;Ydre;Ydreskolan 1;Ja;Ja;Ja
0512;Ydre;Ydreskolan 2;Ja;;
0513;Kinda;Bäckskolan;Ja;Ja;Ja
0513;Kinda;Horn skola;Ja;Ja;Ja
0513;Kinda;Kinda Lärcentrum, Vuxenutbildningen;;;
0513;Kinda;Rimforsa skola 4-6;Ja;;Ja
0513;Kinda;Rimforsa skola F-3;Ja;Ja;Ja
0513;Kinda;Värgårdsskolan 4-6;Ja;;
0513;Kinda;Värgårdsskolan 7-9;Ja;;
0513;Kinda;Värgårdsskolans grundsärskola;;;
0560;Boxholm;Rinnagårdens förskola och fritidshem;;;Ja
0560;Boxholm;Stenbockskolan GRS;;;
0560;Boxholm;Stenbockskolan L ;Ja;Ja;Ja
0560;Boxholm;Stenbockskolan MH ;Ja;;
0560;Boxholm;Åsbo skola;Ja;Ja;Ja
0560;Boxholm;Åsbo skola GRS;;;
0561;Åtvidaberg;Alléskolan  4-6;Ja;;Ja
0561;Åtvidaberg;Alléskolan  7-9;Ja;;
0561;Åtvidaberg;Bild.centrum Facetten 1/Komvux;;;
0561;Åtvidaberg;Bild.centrum Facetten 1/SFI;;;
0561;Åtvidaberg;Bildningscentrum Facetten ;;;
0561;Åtvidaberg;Björsäters skola;Ja;Ja;Ja
0561;Åtvidaberg;Central Insamlingsenhet Enskild verksamhet;;;
0561;Åtvidaberg;Centralskolan;Ja;Ja;Ja
0561;Åtvidaberg;Grebo skola;Ja;Ja;Ja
0561;Åtvidaberg;Hannäs fritidshem;;;Ja
0561;Åtvidaberg;Särskolan;;;Ja
0562;Finspång;Bergska gymnasiet Bergska skolan;;;
0562;Finspång;Bergska gymnasiet Bildningen;;;
0562;Finspång;Björke skola;Ja;Ja;Ja
0562;Finspång;Brenäs skola;Ja;Ja;Ja
0562;Finspång;Central rapportering av modersmålspersonal;;;
0562;Finspång;Curt Nicolin-gymnasiet;;;
0562;Finspång;Finspångs vuxenutbildning;;;
0562;Finspång;Grosvadskolan Nord;Ja;;
0562;Finspång;Grosvadskolan Syd;Ja;;
0562;Finspång;Grytgöls skola;Ja;Ja;Ja
0562;Finspång;Hällestads skola;Ja;Ja;Ja
0562;Finspång;Högalidsskolan;Ja;Ja;Ja
0562;Finspång;Ljusfalls friskola;Ja;Ja;Ja
0562;Finspång;Lotorps skola;Ja;Ja;Ja
0562;Finspång;Mo Gård Gymnasiesärskola;;;
0562;Finspång;Nyhemsskolan 7-9;Ja;;
0562;Finspång;Nyhemsskolan F-6;Ja;Ja;Ja
0562;Finspång;Rejmyre skola;Ja;Ja;Ja
0562;Finspång;Storängsskolan;Ja;Ja;Ja
0562;Finspång;Svälthagsskolan;Ja;Ja;Ja
0562;Finspång;Särskolan;;;
0562;Finspång;Viggestorpsskolan;Ja;Ja;Ja
0563;Valdemarsvik;Gusum skola;Ja;Ja;Ja
0563;Valdemarsvik;Ringarum skola;Ja;Ja;Ja
0563;Valdemarsvik;Sörbyskolan;Ja;Ja;Ja
0563;Valdemarsvik;Tryserums friskola;Ja;Ja;Ja
0563;Valdemarsvik;Vammarskolan 4-9;Ja;;
0563;Valdemarsvik;Vuxenutbildningen i Valdemarsvik;;;
0580;Linköping;Agila Institutet Vux;;;
0580;Linköping;Anders Ljungstedts gymnasium 10;;;
0580;Linköping;Anders Ljungstedts gymnasium 4;;;
0580;Linköping;Anders Ljungstedts gymnasium 7;;;
0580;Linköping;Anders Ljungstedts gymnasium 8;;;
0580;Linköping;Anders Ljungstedts gymnasium 9;;;
0580;Linköping;Anders Ljungstedts vuxenutbildning 1;;;
0580;Linköping;Anders Ljungstedts vuxenutbildning 2;;;
0580;Linköping;Arenaskolan;Ja;;
0580;Linköping;Askeby skola;Ja;Ja;Ja
0580;Linköping;ASTAR;;;
0580;Linköping;Atlasskolan ;Ja;Ja;Ja
0580;Linköping;Bankekinds skola;Ja;Ja;Ja
0580;Linköping;Berzeliusskolan 1;;;
0580;Linköping;Berzeliusskolan 2;;;
0580;Linköping;Berzeliusskolan 3;;;
0580;Linköping;Berzeliusskolan 4;Ja;;
0580;Linköping;Berzeliusskolan 5;Ja;;
0580;Linköping;Berzeliusskolan 6;Ja;;
0580;Linköping;Berzeliusskolan 7;;;
0580;Linköping;Birgittaskolan 1;;;
0580;Linköping;Birgittaskolan 2;;;
0580;Linköping;Birgittaskolan 3;;;
0580;Linköping;Birgittaskolans vuxenutbildning 1;;;
0580;Linköping;Birgittaskolans vuxenutbildning 2;;;
0580;Linköping;Birgittaskolans vuxenutbildning 3;;;
0580;Linköping;Björkö friskola;Ja;Ja;Ja
0580;Linköping;Björnkärrskolan;Ja;Ja;Ja
0580;Linköping;Blästadsskolan;Ja;Ja;Ja
0580;Linköping;Blästadsskolan grundsärskola;;;
0580;Linköping;Brokinds skola;Ja;Ja;Ja
0580;Linköping;Brunnbyskolan;Ja;Ja;Ja
0580;Linköping;Bäckskolan;Ja;Ja;Ja
0580;Linköping;Bäckskolan F-klass Flex;;Ja;
0580;Linköping;Bäckskolans grundsärskola;;;
0580;Linköping;Central Insamlingsenhet Enskild verksamhet;;;
0580;Linköping;Centrum för vuxenutbildning;;;
0580;Linköping;Daggkåpeskolan;Ja;;
0580;Linköping;Dar Al Uloum skola;Ja;;Ja
0580;Linköping;Drottning Blankas Gymnasieskola Linköping;;;
0580;Linköping;Ekholmsskolan;Ja;;
0580;Linköping;Ekholmsskolan grundsärskola;;;
0580;Linköping;Ekkälleskolan;Ja;Ja;Ja
0580;Linköping;Ekängsskolan;Ja;Ja;Ja
0580;Linköping;Elsa Brändströms skola;Ja;;
0580;Linköping;Eraskolan;Ja;;Ja
0580;Linköping;Folkungaskolan 1;;;
0580;Linköping;Folkungaskolan 2;;;
0580;Linköping;Folkungaskolan 3;;;
0580;Linköping;Folkungaskolan grundskola 4-6;Ja;;
0580;Linköping;Folkungaskolan grundskola 7-9;Ja;;
0580;Linköping;Fredriksbergsskolan;Ja;Ja;Ja
0580;Linköping;Fria Läroverken Linköping;;;
0580;Linköping;Hagbyskolan;Ja;Ja;Ja
0580;Linköping;Harvestadsskolorna;Ja;Ja;Ja
0580;Linköping;Hermods;;;
0580;Linköping;Himnaskolan;Ja;Ja;Ja
0580;Linköping;Hjulsbroskolan;Ja;Ja;Ja
0580;Linköping;Information och Kompetens i Sverige;;;
0580;Linköping;Internationella Engelska Skolan Linköping;Ja;;
0580;Linköping;Iris Hadar;;;
0580;Linköping;JENSEN Education;;;
0580;Linköping;JENSEN grundskola Linköping;Ja;;
0580;Linköping;JENSEN Gymnasium Linköping;;;
0580;Linköping;Järdalaskolan;Ja;;Ja
0580;Linköping;Katedralskolan 1;;;
0580;Linköping;Katedralskolan 2;;;
0580;Linköping;Katedralskolan 3;;;
0580;Linköping;KLARA Teoretiska Gymnasium Linköping;;;
0580;Linköping;Kompetensutvecklingsinstitutet i Sverige;;;
0580;Linköping;Kungsbergsskolan;Ja;Ja;Ja
0580;Linköping;Kunskapsskolan Linköping;Ja;;
0580;Linköping;Kvinnebyskolan;Ja;Ja;Ja
0580;Linköping;Kärnpunkten;Ja;;
0580;Linköping;LBS Kreativa Gymnasiet Linköping;;;
0580;Linköping;Lillgårdsskolan;Ja;Ja;Ja
0580;Linköping;Linghemsskolan;Ja;;
0580;Linköping;Ljungs skola;Ja;Ja;
0580;Linköping;Ljungsbroskolan;Ja;;Ja
0580;Linköping;Malmslättsskolan - Kärna F-6;Ja;Ja;Ja
0580;Linköping;Malmslättsskolan - Tokarp;Ja;;
0580;Linköping;Mediateknikerutbildningen, MTU;;;
0580;Linköping;MedLearn;;;
0580;Linköping;MoA Lärcentrum;;;
0580;Linköping;Modersmålsenhet;;;
0580;Linköping;Montessori Mondial Linköping;Ja;Ja;Ja
0580;Linköping;Norrbergaskolan;Ja;Ja;Ja
0580;Linköping;NTI Gymnasiet Linköping;;;
0580;Linköping;NTI-skolan;;;
0580;Linköping;Nya Munken;Ja;;
0580;Linköping;Nya Rydsskolan F-6;Ja;Ja;Ja
0580;Linköping;Nya Rydsskolan grundsärskola;;;
0580;Linköping;Nygårdsskolan;Ja;Ja;Ja
0580;Linköping;Nykils skola;Ja;Ja;Ja
0580;Linköping;Pandionskolan;Ja;;
0580;Linköping;Praktiska Gymnasiet Linköping Attorp;;;
0580;Linköping;Praktiska Gymnasiet Linköping Gamla Tannefors;;;
0580;Linköping;Praktiska Gymnasiet Linköping Roxen;;;
0580;Linköping;Rappestad skola;Ja;Ja;Ja
0580;Linköping;Realgymnasiet Linköping;;;
0580;Linköping;Rosendalsskolan;Ja;Ja;Ja
0580;Linköping;S:t Lars gymnasium;;;
0580;Linköping;Skeda skola;Ja;Ja;Ja
0580;Linköping;Slaka skola;Ja;Ja;Ja
0580;Linköping;Slestadskolan;Ja;Ja;Ja
0580;Linköping;Slussenskolan;Ja;;
0580;Linköping;Småskolan;Ja;Ja;Ja
0580;Linköping;Stångåskolan;Ja;;
0580;Linköping;Sätra skola;Ja;Ja;Ja
0580;Linköping;T1-skolorna;Ja;Ja;Ja
0580;Linköping;Tallbodaskolorna;Ja;Ja;Ja
0580;Linköping;Tanneforsskolan;Ja;Ja;Ja
0580;Linköping;Thea Privata Grundskola Linköping;Ja;;
0580;Linköping;Thoren Business School Linköping;;;
0580;Linköping;Tinnerbäcksskolan;Ja;;
0580;Linköping;Tornhagsskolan;Ja;Ja;Ja
0580;Linköping;Ulleviskolan 4-6;Ja;;
0580;Linköping;Ulleviskolan F-klass Flex;;Ja;
0580;Linköping;Ulleviskolan grundsärskola;;;
0580;Linköping;Ulrika skola;Ja;Ja;Ja
0580;Linköping;Vallastaden F-klass Flex;;Ja;
0580;Linköping;Vallastaden grundsärskola;;;
0580;Linköping;Vallastaden skola F-6;Ja;Ja;Ja
0580;Linköping;Vidingsjöskolan;Ja;Ja;Ja
0580;Linköping;Vikingstads skola;Ja;Ja;Ja
0580;Linköping;Vist skola;Ja;Ja;Ja
0580;Linköping;Vittra Lambohov;Ja;Ja;Ja
0580;Linköping;Vreta Kloster skola;Ja;Ja;Ja
0580;Linköping;Vreta utbildningscentrum;;;
0580;Linköping;Vreta utbildningscentrum komvux;;;
0580;Linköping;Yrkesgymnasiet Linköping;;;
0580;Linköping;Ånestadskolan 7-9;Ja;;
0580;Linköping;Ånestadsskolan F-6;Ja;Ja;Ja
0580;Linköping;Änggårdsskolan;Ja;Ja;Ja
0581;Norrköping;Bjärbyskolan;Ja;Ja;Ja
0581;Norrköping;Borgsmoskolan 1;Ja;;
0581;Norrköping;Borgsmoskolan 2;Ja;;
0581;Norrköping;Bråvallagymnasiet 1;;;
0581;Norrköping;Bråvallagymnasiet 2;;;
0581;Norrköping;Bråvallagymnasiet 3;;;
0581;Norrköping;Bråvallagymnasiet 4;;;
0581;Norrköping;Bråvallagymnasiet 5;;;
0581;Norrköping;Bråviksskolan 1;Ja;Ja;Ja
0581;Norrköping;Dagsbergs skola;Ja;Ja;Ja
0581;Norrköping;De Geergymnasiet 1;;;
0581;Norrköping;De Geergymnasiet 2;;;
0581;Norrköping;De Geergymnasiet 3;;;
0581;Norrköping;De Geergymnasiet 4;;;
0581;Norrköping;De Geergymnasiet 5;;;
0581;Norrköping;De Geergymnasiet 6;;;
0581;Norrköping;De Geers skola;;Ja;Ja
0581;Norrköping;Diamantens skola - världens skola;Ja;Ja;Ja
0581;Norrköping;Djäkneparksskolan 1;Ja;;
0581;Norrköping;Djäkneparksskolan 2;Ja;;
0581;Norrköping;Drottning Blankas Gymnasieskola Norrköping;;;
0581;Norrköping;Ebersteinska gymnasiet  4;;;
0581;Norrköping;Ebersteinska gymnasiet 5;;;
0581;Norrköping;Ebersteinska gymnasiet 6;;;
0581;Norrköping;Ektorpsringen 2;Ja;Ja;Ja
0581;Norrköping;Ektorpsskolan 1;Ja;;
0581;Norrköping;Ektorpsskolan 3;;;
0581;Norrköping;Enebyskolan 1;Ja;;
0581;Norrköping;Enebyskolan 2;Ja;;
0581;Norrköping;Erlaskolan Norrköping Södra;Ja;;
0581;Norrköping;Erlaskolan Norrköping Östra;Ja;Ja;Ja
0581;Norrköping;Film & Musikgymnasiet;;;
0581;Norrköping;Folkparksskolan;Ja;Ja;Ja
0581;Norrköping;Fria Läroverken Norrköping;;;
0581;Norrköping;Greby-skolan;Ja;Ja;Ja
0581;Norrköping;Gustaf Adolfsskolan 2;Ja;Ja;Ja
0581;Norrköping;Hagagymnasiet skolenhet Blå;;;
0581;Norrköping;Hagagymnasiet skolenhet grön;;;
0581;Norrköping;Hagagymnasiet skolenhet gul;;;
0581;Norrköping;Hagagymnasiet skolenhet röd;;;
0581;Norrköping;Hagaskolan 1;Ja;;
0581;Norrköping;Hagaskolan 2;Ja;;
0581;Norrköping;Himmelstalunds utbildningscentrum;;;
0581;Norrköping;Himmelstalunds Utbildningscentrum komvux;;;
0581;Norrköping;Hultdalsskolan;Ja;;
0581;Norrköping;Hvilan Gymnasium Norrköping;;;
0581;Norrköping;I Ur och Skur sk Skattkammarön;Ja;Ja;Ja
0581;Norrköping;Interkulturella språkenheten IKSE;;;
0581;Norrköping;JENSEN grundskola Norrköping;Ja;;
0581;Norrköping;JENSEN Gymnasium Norrköping;;;
0581;Norrköping;Johannesskolan Norrkpg Kr Sk;Ja;Ja;Ja
0581;Norrköping;Jurslaskolan 1;Ja;;
0581;Norrköping;Jurslaskolan 2;;Ja;Ja
0581;Norrköping;Jönsbergska Idrottsskolan;Ja;;
0581;Norrköping;Karlshovsskolan;Ja;Ja;Ja
0581;Norrköping;Kimstadskolan;Ja;;Ja
0581;Norrköping;Klingsborgsskolan 1;Ja;;
0581;Norrköping;Klingsborgsskolan 2;Ja;;
0581;Norrköping;Klingsborgsskolan 3;;;
0581;Norrköping;Klockaretorpsskolan;Ja;Ja;Ja
0581;Norrköping;Klockaretorpsskolans grundsärskola;;;
0581;Norrköping;Komvux Grundvux;;;
0581;Norrköping;Komvux i Norrköping;;;
0581;Norrköping;Komvux SFI, S:t Olofsskolan 1;;;
0581;Norrköping;Komvux SFI, S:t Olofsskolan 2;;;
0581;Norrköping;Komvux Vård och omsorg;;;
0581;Norrköping;Kungsgårdsgymnasiet 1;;;
0581;Norrköping;Kungsgårdsgymnasiet 2;;;
0581;Norrköping;Kungsgårdsgymnasiet 3;;;
0581;Norrköping;Kungsgårdsgymnasiet 4;;;
0581;Norrköping;Kunskapsgymnasiet Norrköping;;;
0581;Norrköping;Kunskapsljuset, Norrköping;Ja;Ja;Ja
0581;Norrköping;Kunskapsskolan Norrköping;Ja;;
0581;Norrköping;Kvarsebo skola;Ja;Ja;Ja
0581;Norrköping;Kyrkskolan 2;Ja;;
0581;Norrköping;Kättinge skola;Ja;Ja;Ja
0581;Norrköping;Lindöskolan ;Ja;Ja;Ja
0581;Norrköping;Ljuraskolan 1;Ja;Ja;Ja
0581;Norrköping;Ljuraskolan 2;Ja;;Ja
0581;Norrköping;Matteusskolan 1;Ja;;
0581;Norrköping;Matteusskolan 2;Ja;Ja;Ja
0581;Norrköping;Mosstorpsskolan 1;Ja;;
0581;Norrköping;Mosstorpsskolan 2;Ja;;
0581;Norrköping;Navestadsskolan 1;Ja;;
0581;Norrköping;Navestadsskolan 2;Ja;;
0581;Norrköping;Navestadsskolan 3;Ja;;
0581;Norrköping;Nordic International School Norrköping;Ja;;
0581;Norrköping;Norrköpings Lärlingsgymnasium 1;;;
0581;Norrköping;Norrköpings lärlingsgymnasium 2;;;
0581;Norrköping;Norrköpings Montessoriskola 1;Ja;Ja;Ja
0581;Norrköping;Norrköpings Montessoriskola 2;Ja;;Ja
0581;Norrköping;Oxelbergsskolan;Ja;Ja;Ja
0581;Norrköping;Parkskolan;Ja;Ja;Ja
0581;Norrköping;Praktiska Gymnasiet Norrköping;;;
0581;Norrköping;Prolympia, Norrköping;Ja;;
0581;Norrköping;Rambodalsskolan;Ja;;
0581;Norrköping;Realgymnasiet Norrköping;;;
0581;Norrköping;Rudolf Steinerskolan, gr;Ja;Ja;Ja
0581;Norrköping;Råsslaskolan 1;Ja;;
0581;Norrköping;Råsslaskolan 2;Ja;;
0581;Norrköping;Sandbyhovsskolan;Ja;;
0581;Norrköping;Sandbyängsskolan 1;Ja;Ja;Ja
0581;Norrköping;Sandbyängsskolan 2;Ja;;
0581;Norrköping;Sandtorpsskolan 1;Ja;Ja;Ja
0581;Norrköping;Second chance School 1;;;
0581;Norrköping;Silverdansens skola;Ja;Ja;Ja
0581;Norrköping;Skarphagsskolan 1;Ja;;
0581;Norrköping;Skarphagsskolan 2;Ja;Ja;Ja
0581;Norrköping;Smedbyskolan;Ja;Ja;Ja
0581;Norrköping;Stegehus Waldorfskola;Ja;;
0581;Norrköping;Svärtinge Skogsbacke skola;Ja;Ja;Ja
0581;Norrköping;Svärtingehus 1;Ja;;
0581;Norrköping;Svärtingehus 2;Ja;Ja;Ja
0581;Norrköping;Söderporten 1;Ja;;
0581;Norrköping;Söderporten 2;;Ja;Ja
0581;Norrköping;Söderporten 3;;;
0581;Norrköping;Söderporten 4;Ja;;
0581;Norrköping;Tamburinens skola;Ja;Ja;Ja
0581;Norrköping;Tåby skola;Ja;Ja;Ja
0581;Norrköping;Uttersbergsskolan;Ja;Ja;Ja
0581;Norrköping;Victoriaskolan;Ja;;
0581;Norrköping;Vikbolandsskolan 1;Ja;;
0581;Norrköping;Vikbolandsskolan 2;Ja;Ja;Ja
0581;Norrköping;Vilbergsskolan;Ja;Ja;Ja
0581;Norrköping;Villastadsskolan;Ja;Ja;Ja
0581;Norrköping;Vittra Röda stan;Ja;Ja;Ja
0581;Norrköping;Vrinneviskolan;Ja;Ja;Ja
0581;Norrköping;Vuxenutbildning, extern;;;
0581;Norrköping;Vuxenutbildningen, särvux;;;
0581;Norrköping;Vångaskolan;Ja;Ja;Ja
0581;Norrköping;Yrkesgymnasiet Norrköping;;;
0581;Norrköping;Åbymoskolan 2;Ja;Ja;Ja
0582;Söderköping;Bergaskolan;Ja;Ja;Ja
0582;Söderköping;Björkhagaskolan;Ja;Ja;Ja
0582;Söderköping;Mogata skola;Ja;Ja;Ja
0582;Söderköping;Nyströmska skolan  KomVux;;;
0582;Söderköping;Nyströmska skolan 1;;;
0582;Söderköping;Nyströmska skolan 2;;;
0582;Söderköping;Nyströmska skolan SärVux;;;
0582;Söderköping;Ramunderskolan;Ja;;
0582;Söderköping;Sankt Anna skola;Ja;Ja;Ja
0582;Söderköping;Skönbergaskolan;Ja;Ja;Ja
0582;Söderköping;Söderköpings Waldorfskola;Ja;Ja;Ja
0582;Söderköping;Västra Husby skola;Ja;Ja;Ja
0582;Söderköping;Östra Ryds skola;Ja;Ja;Ja
0583;Motala;Bergvallaskolan;Ja;Ja;Ja
0583;Motala;Bråstorpskolan;Ja;Ja;Ja
0583;Motala;Carlsund utbildningscentrum 1;;;
0583;Motala;Carlsund utbildningscentrum 2;;;
0583;Motala;Carlsund utbildningscentrum 3;;;
0583;Motala;Central Insamlingsenhet;;;
0583;Motala;Dansäterskolan;Ja;Ja;Ja
0583;Motala;Dansäterskolan;Ja;Ja;Ja
0583;Motala;Ekenässkolan;Ja;Ja;Ja
0583;Motala;Fornåsa skola;Ja;Ja;Ja
0583;Motala;Fågelsta skola;Ja;Ja;Ja
0583;Motala;Godegårds skola;Ja;Ja;Ja
0583;Motala;Grundsärskolan Marieberg;;;
0583;Motala;Hällaskolan;Ja;;
0583;Motala;Karin Boye-skolan;Ja;;
0583;Motala;Karlslunds skola;Ja;Ja;Ja
0583;Motala;Klockrike skola;Ja;Ja;Ja
0583;Motala;Lilla Karin Boye-skolan;Ja;Ja;Ja
0583;Motala;Mariebergsskolan 4-6;Ja;;Ja
0583;Motala;Mariebergsskolan 7-9;Ja;;
0583;Motala;Mariebergsskolan F-3;Ja;Ja;Ja
0583;Motala;Norra skolan 4-6;Ja;;
0583;Motala;Norra skolan F-3;Ja;Ja;Ja
0583;Motala;Nykyrka skola;Ja;Ja;Ja
0583;Motala;Platengymnasiet 1;;;
0583;Motala;Platengymnasiet 2;;;
0583;Motala;Platengymnasiet 4;;;
0583;Motala;Platengymnasiet Gymnasiesärsk.;;;
0583;Motala;Skolgårda skola 7-9;Ja;;
0583;Motala;Skolgårda skola F-6;Ja;Ja;Ja
0583;Motala;Smedsby skola;Ja;Ja;Ja
0583;Motala;Södra skolan 7-9;Ja;;
0583;Motala;Södra skolan F-6;Ja;Ja;Ja
0583;Motala;Tjällmo skola;Ja;Ja;Ja
0583;Motala;Vuxenutbildningen komvux;;;
0583;Motala;Vuxenutbildningen SFI;;;
0583;Motala;Vuxenutbildningen särvux;;;
0583;Motala;Vätternskolan 4-6;Ja;;
0583;Motala;Vätternskolan F-3;Ja;Ja;Ja
0583;Motala;Zederslundsskolan;Ja;;
0583;Motala;Österstad skola;Ja;Ja;Ja
0584;Vadstena;Katarinaskolan;Ja;;Ja
0584;Vadstena;Petrus Magni skola H;Ja;;
0584;Vadstena;S:t Persskolan;Ja;Ja;Ja
0584;Vadstena;Smultronstället fritidshem;;;Ja
0586;Mjölby;Bjälbotullskolan LM;Ja;Ja;Ja
0586;Mjölby;Blåklintskolan 4-6;Ja;;
0586;Mjölby;Blåklintskolan 7-9;Ja;;
0586;Mjölby;Blåklintskolan F-3;Ja;Ja;Ja
0586;Mjölby;Centralt stöd;;;
0586;Mjölby;Dackeskolan MG3;;;
0586;Mjölby;Dackeskolan MG4;;;
0586;Mjölby;Egebyskolan L;Ja;Ja;Ja
0586;Mjölby;Klämmestorpsskolan LM;Ja;Ja;Ja
