Kod;Kommun;Skolenhetsnamn;Grund-skola;Förskole-klass;Fritids-hem
1281;Lund;Vallkärra skola;Ja;Ja;Ja
1281;Lund;Vegalyckan;Ja;Ja;Ja
1281;Lund;Vikingaskolan;Ja;Ja;Ja
1281;Lund;Vårfruskolan;Ja;Ja;Ja
1281;Lund;Österskolan;Ja;Ja;Ja
1282;Landskrona;Albanoskolan;Ja;Ja;Ja
1282;Landskrona;Alléskolan;Ja;Ja;Ja
1282;Landskrona;Asmundtorps skola ;Ja;Ja;Ja
1282;Landskrona;Emiliaskolan;Ja;Ja;Ja
1282;Landskrona;Glumslövs skola;Ja;Ja;Ja
1282;Landskrona;Härslövs skola;Ja;Ja;Ja
1282;Landskrona;Internationella Engelska Skolan Landskrona;Ja;Ja;Ja
1282;Landskrona;M.A.R.I.A-skolan;Ja;Ja;Ja
1282;Landskrona;PeterSvenskolan Landskrona;Ja;Ja;Ja
1282;Landskrona;Pilängskolan;Ja;Ja;Ja
1282;Landskrona;Resursskolan;Ja;Ja;Ja
1282;Landskrona;Seminarieskolan;Ja;Ja;Ja
1282;Landskrona;Säbyholms Montessoriskola;Ja;Ja;Ja
1282;Landskrona;Uranienborgs skola;Ja;Ja;Ja
1282;Landskrona;Västervångskolan ;Ja;Ja;Ja
1283;Helsingborg;Allerums skola;Ja;Ja;Ja
1283;Helsingborg;Anneroskolan;Ja;Ja;Ja
1283;Helsingborg;Brunnsparksskolan;Ja;Ja;Ja
1283;Helsingborg;Bårslövs skola;Ja;Ja;Ja
1283;Helsingborg;Centrumskolan i Hbg;Ja;Ja;Ja
1283;Helsingborg;Dibber International School Helsingborg;Ja;Ja;Ja
1283;Helsingborg;Drottninghögsskolan;Ja;Ja;Ja
1283;Helsingborg;Elinebergsskolan;Ja;Ja;Ja
1283;Helsingborg;Fridaskolan Helsingborg;Ja;Ja;Ja
1283;Helsingborg;Fyrklövern Dibber;Ja;Ja;Ja
1283;Helsingborg;Gantofta skola;Ja;Ja;Ja
1283;Helsingborg;Gläntanskolan;Ja;Ja;Ja
1283;Helsingborg;Gustavslundsskolan;Ja;Ja;Ja
1283;Helsingborg;Holstagårdsskolan;Ja;Ja;Ja
1283;Helsingborg;Husensjö skola;Ja;Ja;Ja
1283;Helsingborg;Högastensskolan;Ja;Ja;Ja
1283;Helsingborg;International school of Hbg/Gr;Ja;Ja;Ja
1283;Helsingborg;Kattarps skola;Ja;Ja;Ja
1283;Helsingborg;Kingelstad Byskola;Ja;Ja;Ja
1283;Helsingborg;Kubikskolan Dibber;Ja;Ja;Ja
1283;Helsingborg;Kärnhuset Dibber;Ja;Ja;Ja
1283;Helsingborg;Laröds skola;Ja;Ja;Ja
1283;Helsingborg;Långvinkeln Dibber;Ja;Ja;Ja
1283;Helsingborg;Maria Parkskolan;Ja;Ja;Ja
1283;Helsingborg;Montemini Hbg, Montessoriskola;Ja;Ja;Ja
1283;Helsingborg;Musikgrundskolan Synkopen;Ja;Ja;Ja
1283;Helsingborg;Mörarps skola;Ja;Ja;Ja
1283;Helsingborg;Nanny Palmkvistskolan;Ja;Ja;Ja
1283;Helsingborg;Noblaskolan Mariastaden;Ja;Ja;Ja
1283;Helsingborg;Pauliskolan;Ja;Ja;Ja
1283;Helsingborg;Påarps skola;Ja;Ja;Ja
1283;Helsingborg;Ramlösa friskola;Ja;Ja;Ja
1283;Helsingborg;Raus Planterings skola;Ja;Ja;Ja
1283;Helsingborg;Ringstorpsskolan;Ja;Ja;Ja
1283;Helsingborg;Rydebäckskolan;Ja;Ja;Ja
1283;Helsingborg;Råå Södra skola;Ja;Ja;Ja
1283;Helsingborg;S:t Jörgens skola;Ja;Ja;Ja
1283;Helsingborg;Sally Bauer skolan F-6;Ja;Ja;Ja
1283;Helsingborg;Slottshöjdens Skola;Ja;Ja;Ja
1283;Helsingborg;Slottsvångsskolan;Ja;Ja;Ja
1283;Helsingborg;Svensgårdsskolan;Ja;Ja;Ja
1283;Helsingborg;Söderskolan;Ja;Ja;Ja
1283;Helsingborg;Tågaborgsskolan;Ja;Ja;Ja
1283;Helsingborg;Wallåkrabygdens skola;Ja;Ja;Ja
1283;Helsingborg;Vasalundsskolan;Ja;Ja;Ja
1283;Helsingborg;Wieselgrensskolan;Ja;Ja;Ja
1283;Helsingborg;Vittra Adolfsberg;Ja;Ja;Ja
1283;Helsingborg;Vittra Landborgen;Ja;Ja;Ja
1283;Helsingborg;Västra Berga skola;Ja;Ja;Ja
1283;Helsingborg;Västra Ramlösa skola;Ja;Ja;Ja
1283;Helsingborg;Ättekullaskolan;Ja;Ja;Ja
1284;Höganäs;Bruksskolan F-3;Ja;Ja;Ja
1284;Höganäs;Brunnbyskolan;Ja;Ja;Ja
1284;Höganäs;Jonstorpsskolan F-3;Ja;Ja;Ja
1284;Höganäs;Lerbergsskolan F-3;Ja;Ja;Ja
1284;Höganäs;Montessoriskolan Tellus;Ja;Ja;Ja
1284;Höganäs;Nyhmansskolan F-3;Ja;Ja;Ja
1284;Höganäs;Vikens Montessoriskola;Ja;Ja;Ja
1284;Höganäs;Vikenskolan F-3;Ja;Ja;Ja
1285;Eslöv;Flyingeskolan;Ja;Ja;Ja
1285;Eslöv;Fridasroskolan;Ja;Ja;Ja
1285;Eslöv;Harlösa skola;Ja;Ja;Ja
1285;Eslöv;Marieskolan;Ja;Ja;Ja
1285;Eslöv;Montessorifriskolan i Eslöv;Ja;Ja;Ja
1285;Eslöv;Norrevångsskolan F-6;Ja;Ja;Ja
1285;Eslöv;Sallerupskolan;Ja;Ja;Ja
1285;Eslöv;Stehagskolan;Ja;Ja;Ja
1285;Eslöv;Västra skolan;Ja;Ja;Ja
1285;Eslöv;Ölyckeskolan f-6;Ja;Ja;Ja
1285;Eslöv;Östra skolan;Ja;Ja;Ja
1285;Eslöv;Östra Strö skola;Ja;Ja;Ja
1286;Ystad;Backaskolan;Ja;Ja;Ja
1286;Ystad;Edvinshemsskolan;Ja;Ja;Ja
1286;Ystad;Hedeskoga skola;Ja;Ja;Ja
1286;Ystad;Källan skola;Ja;Ja;Ja
1286;Ystad;Köpingebro skola;Ja;Ja;Ja
1286;Ystad;Löderups skola;Ja;Ja;Ja
1286;Ystad;Svarteskolan;Ja;Ja;Ja
1286;Ystad;Sövestads skola;Ja;Ja;Ja
1286;Ystad;Villa Montessori Ystad;Ja;Ja;Ja
1286;Ystad;Villa Sjöstadens Montessori;Ja;Ja;Ja
1286;Ystad;Västerportskolan;Ja;Ja;Ja
1287;Trelleborg;Alstad skola;Ja;Ja;Ja
1287;Trelleborg;Kattebäcksskolan;Ja;Ja;Ja
1287;Trelleborg;Klagstorps skola;Ja;Ja;Ja
1287;Trelleborg;Liljeskolan;Ja;Ja;Ja
1287;Trelleborg;Pilens Montessoriskola;Ja;Ja;Ja
1287;Trelleborg;Pilevallskolan;Ja;Ja;Ja
1287;Trelleborg;Serresjöskolan;Ja;Ja;Ja
1287;Trelleborg;Sjöviksskolan;Ja;Ja;Ja
1287;Trelleborg;Skegrie skola;Ja;Ja;Ja
1287;Trelleborg;Smygeskolan;Ja;Ja;Ja
1287;Trelleborg;Västervångskolan;Ja;Ja;Ja
1287;Trelleborg;Väståkraskolan;Ja;Ja;Ja
1287;Trelleborg;Östra skolan;Ja;Ja;Ja
1290;Kristianstad;Antonskolan Blekedamm;Ja;Ja;Ja
1290;Kristianstad;Antonskolan Österäng;Ja;Ja;Ja
1290;Kristianstad;Axonaskolan i Tollarp;Ja;Ja;Ja
1290;Kristianstad;Centralskolan;Ja;Ja;Ja
1290;Kristianstad;Degebergaskolan L;Ja;Ja;Ja
1290;Kristianstad;Everöds skola;Ja;Ja;Ja
1290;Kristianstad;Fjälkinge skola L;Ja;Ja;Ja
1290;Kristianstad;Fröknegårdskolan LM;Ja;Ja;Ja
1290;Kristianstad;Färlövs skola;Ja;Ja;Ja
1290;Kristianstad;Hammars skola L;Ja;Ja;Ja
1290;Kristianstad;Helgedalskolan;Ja;Ja;Ja
1290;Kristianstad;Kiaby skola;Ja;Ja;Ja
1290;Kristianstad;Kulltorpskolan;Ja;Ja;Ja
1290;Kristianstad;Köpinge skola;Ja;Ja;Ja
1290;Kristianstad;Linderöds skola;Ja;Ja;Ja
1290;Kristianstad;Lingenässkolan F;Ja;Ja;Ja
1290;Kristianstad;Montessori Mondial Kristianstad;Ja;Ja;Ja
1290;Kristianstad;Parkskolan;Ja;Ja;Ja
1290;Kristianstad;Rickarums skola;Ja;Ja;Ja
1290;Kristianstad;Rinkaby skola;Ja;Ja;Ja
1290;Kristianstad;Slättängsskolan LM;Ja;Ja;Ja
1290;Kristianstad;Spängerskolan LM;Ja;Ja;Ja
1290;Kristianstad;Tollarps skola L;Ja;Ja;Ja
1290;Kristianstad;Trolle Ljungby skola;Ja;Ja;Ja
1290;Kristianstad;Viby skola;Ja;Ja;Ja
1290;Kristianstad;Villaskolan L;Ja;Ja;Ja
1290;Kristianstad;Vittskövle skola;Ja;Ja;Ja
1290;Kristianstad;Väskolan L;Ja;Ja;Ja
1290;Kristianstad;Yngsjö skola;Ja;Ja;Ja
1290;Kristianstad;Öllsjöskolan L;Ja;Ja;Ja
1290;Kristianstad;Önnestads skola L;Ja;Ja;Ja
1290;Kristianstad;Österslövs skola;Ja;Ja;Ja
1291;Simrishamn;Borrby skola;Ja;Ja;Ja
1291;Simrishamn;Gärsnäs skola;Ja;Ja;Ja
1291;Simrishamn;Hammenhögs Friskola;Ja;Ja;Ja
1291;Simrishamn;Nils Holgerssonskolan;Ja;Ja;Ja
1291;Simrishamn;Piratenskolan;Ja;Ja;Ja
1291;Simrishamn;Sankt Olofs skola;Ja;Ja;Ja
1291;Simrishamn;Simrislundsskolan;Ja;Ja;Ja
1291;Simrishamn;Sophiaskolan;Ja;Ja;Ja
1292;Ängelholm;Errarps skola SO 1;Ja;Ja;Ja
1292;Ängelholm;Magnarps skola SO 2;Ja;Ja;Ja
1292;Ängelholm;Rebbelberga skola SO 1;Ja;Ja;Ja
1292;Ängelholm;Strövelstorps skola SO 2;Ja;Ja;Ja
1292;Ängelholm;Södra Utmarkens skola SO 1;Ja;Ja;Ja
1292;Ängelholm;Söndrebalgs skola SO 1;Ja;Ja;Ja
1292;Ängelholm;Vejbystrands skola;Ja;Ja;Ja
1292;Ängelholm;Villanskolan SO 2;Ja;Ja;Ja
1292;Ängelholm;Ängelholms Montessoriskola;Ja;Ja;Ja
1292;Ängelholm;Össjö skola;Ja;Ja;Ja
1293;Hässleholm;Ballingslövs skola F-6;Ja;Ja;Ja
1293;Hässleholm;Bjärnums skola F-9;Ja;Ja;Ja
1293;Hässleholm;Farstorps skola F-6;Ja;Ja;Ja
1293;Hässleholm;Finja skola F-6;Ja;Ja;Ja
1293;Hässleholm;Grönängsskolan F-6;Ja;Ja;Ja
1293;Hässleholm;Hässleholms Montessoriskola F-9;Ja;Ja;Ja
1293;Hässleholm;Hästveda skola F-9;Ja;Ja;Ja
1293;Hässleholm;Lejonskolan F-5;Ja;Ja;Ja
1293;Hässleholm;Linnéskolan F-9;Ja;Ja;Ja
1293;Hässleholm;Ljungdalaskolan F-6;Ja;Ja;Ja
1293;Hässleholm;Läredaskolan F-9;Ja;Ja;Ja
1293;Hässleholm;Mala skola F-6;Ja;Ja;Ja
1293;Hässleholm;Röinge skola F-6;Ja;Ja;Ja
1293;Hässleholm;Röke skola F-6;Ja;Ja;Ja
1293;Hässleholm;Silviaskolan F-9;Ja;Ja;Ja
1293;Hässleholm;Stoby skola F-6;Ja;Ja;Ja
1293;Hässleholm;Söderparkskolan F-3;Ja;Ja;Ja
1293;Hässleholm;Thoren Framtid i Hässleholm;Ja;Ja;Ja
1293;Hässleholm;Tormestorps skola F-5;Ja;Ja;Ja
1293;Hässleholm;Tyringe skola F-9;Ja;Ja;Ja
1293;Hässleholm;Vittsjö skola F-6;Ja;Ja;Ja
1293;Hässleholm;Västerskolan F-9;Ja;Ja;Ja
1293;Hässleholm;Västra Torups skola F-3;Ja;Ja;Ja
1315;Hylte;Elias Fries skola;Ja;Ja;Ja
1315;Hylte;Kinnareds skola;Ja;Ja;Ja
1315;Hylte;Kråkbergsskolan;Ja;Ja;Ja
1315;Hylte;Landeryds skola;Ja;Ja;Ja
1315;Hylte;Rydöbruks skola;Ja;Ja;Ja
1315;Hylte;Torups skola;Ja;Ja;Ja
1315;Hylte;Unnaryds skola;Ja;Ja;Ja
1380;Halmstad;Brearedsskolan 1;Ja;Ja;Ja
1380;Halmstad;Bäckagårdsskolan F-5;Ja;Ja;Ja
1380;Halmstad;Eketånga Montessoriskola;Ja;Ja;Ja
1380;Halmstad;Eldsbergaskolan F-6;Ja;Ja;Ja
1380;Halmstad;Esperedskolan F-6;Ja;Ja;Ja
1380;Halmstad;Frennarps byskola F-3;Ja;Ja;Ja
1380;Halmstad;Frösakullskolan F-4;Ja;Ja;Ja
1380;Halmstad;Furulundsskolan F-3;Ja;Ja;Ja
1380;Halmstad;Fyllingeskolan F-3;Ja;Ja;Ja
1380;Halmstad;Getingeskolan F-3;Ja;Ja;Ja
1380;Halmstad;Gullbrandstorpsskolan F-3;Ja;Ja;Ja
1380;Halmstad;Haverdals byskola F-5;Ja;Ja;Ja
1380;Halmstad;Jutarumsskolan F-5;Ja;Ja;Ja
1380;Halmstad;Kvibilleskolan F-6;Ja;Ja;Ja
1380;Halmstad;Linehedsskolan F-3;Ja;Ja;Ja
1380;Halmstad;Lyngåkraskolan F-5;Ja;Ja;Ja
1380;Halmstad;Nyhemsskolan F-3 A;Ja;Ja;Ja
1380;Halmstad;Nyhemsskolan F-3 B;Ja;Ja;Ja
1380;Halmstad;Slottsjordsskolan F-3 A;Ja;Ja;Ja
1380;Halmstad;Slottsjordsskolan F-3 B;Ja;Ja;Ja
1380;Halmstad;Slottsjordsskolan F-3 C;Ja;Ja;Ja
1380;Halmstad;Snöstorpsskolan F-2;Ja;Ja;Ja
1380;Halmstad;Sofiebergsskolan F;Ja;Ja;Ja
1380;Halmstad;Steningeskolan 1;Ja;Ja;Ja
1380;Halmstad;Söndrumsskolan F-5;Ja;Ja;Ja
1380;Halmstad;Trönningeskolan F-3;Ja;Ja;Ja
1380;Halmstad;Valhallaskolan F-3;Ja;Ja;Ja
1380;Halmstad;Wallbergsskolan;Ja;Ja;Ja
1380;Halmstad;Vallåsskolan F-3 A;Ja;Ja;Ja
1380;Halmstad;Vittra Halmstad;Ja;Ja;Ja
1380;Halmstad;Åledsskolan F-6;Ja;Ja;Ja
1381;Laholm;Ahlaskolan;Ja;Ja;Ja
1381;Laholm;Genevadsskolan;Ja;Ja;Ja
1381;Laholm;Glänningeskolan;Ja;Ja;Ja
1381;Laholm;Hasslövs Bygdeskola;Ja;Ja;Ja
1381;Laholm;Hishultsskolan;Ja;Ja;Ja
1381;Laholm;Knäredsskolan;Ja;Ja;Ja
1381;Laholm;Mellbystrandsskolan;Ja;Ja;Ja
1381;Laholm;Parkskolan;Ja;Ja;Ja
1381;Laholm;Skottorpsskolan;Ja;Ja;Ja
1381;Laholm;Vallbergaskolan;Ja;Ja;Ja
1381;Laholm;Veingeskolan F-6;Ja;Ja;Ja
1381;Laholm;Ysbyskolan;Ja;Ja;Ja
1381;Laholm;Öringe Skola;Ja;Ja;Ja
1382;Falkenberg;Apelskolan 1;Ja;Ja;Ja
1382;Falkenberg;Fageredssskolan;Ja;Ja;Ja
1382;Falkenberg;Fajansskolan;Ja;Ja;Ja
1382;Falkenberg;Falkenbergs Montessoriskola;Ja;Ja;Ja
1382;Falkenberg;Hertingsskolan;Ja;Ja;Ja
1382;Falkenberg;Hjortsbergsskolan;Ja;Ja;Ja
1382;Falkenberg;Ljungbyskolan;Ja;Ja;Ja
1382;Falkenberg;Långavekaskolan;Ja;Ja;Ja
1382;Falkenberg;Långåsskolan;Ja;Ja;Ja
1382;Falkenberg;Morups friskola;Ja;Ja;Ja
1382;Falkenberg;Okome skola;Ja;Ja;Ja
1382;Falkenberg;Schubergstorpsskolan;Ja;Ja;Ja
1382;Falkenberg;Slöingeskolan;Ja;Ja;Ja
1382;Falkenberg;Söderskolan;Ja;Ja;Ja
1382;Falkenberg;Thoren Framtid i Falkenberg;Ja;Ja;Ja
1382;Falkenberg;Tångaskolan 1;Ja;Ja;Ja
1382;Falkenberg;Vessigebroskolan;Ja;Ja;Ja
1382;Falkenberg;Vesterhavsskolan;Ja;Ja;Ja
1382;Falkenberg;Vinbergsskolan;Ja;Ja;Ja
1382;Falkenberg;Årstadsskolan;Ja;Ja;Ja
1382;Falkenberg;Älvseredsskolan;Ja;Ja;Ja
1382;Falkenberg;Ätranskolan;Ja;Ja;Ja
1383;Varberg;Ankarskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Bläshammar skola F-6 och fritidshem;Ja;Ja;Ja
1383;Varberg;Bockstensskolan F-2 och fritidshem;Ja;Ja;Ja
1383;Varberg;Bosgårdsskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Buaskolan F-6 och fritidshem;Ja;Ja;Ja
1383;Varberg;Deromeskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Göthriks skola F-6 och fritidshem;Ja;Ja;Ja
1383;Varberg;Hagaskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Kung Karl skola F-5 och fritidshem;Ja;Ja;Ja
1383;Varberg;Lindbergs skola F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Mariedalsskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Nyhemsskolan Varbergs Krist sk;Ja;Ja;Ja
1383;Varberg;Påskbergsskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Rolfstorps skola F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Sibbarps skola F-5 och fritidshem;Ja;Ja;Ja
1383;Varberg;Skällinge skola F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Spannarps skola F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Trönninge skola F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Varbergs Montessoriskola;Ja;Ja;Ja
1383;Varberg;Vidhögeskolan F-3 och fritidshem;Ja;Ja;Ja
1383;Varberg;Väröbackaskolan F-9 och fritidshem;Ja;Ja;Ja
1384;Kungsbacka;Björkris skola F-6;Ja;Ja;Ja
1384;Kungsbacka;Fjordskolan Nidingen;Ja;Ja;Ja
1384;Kungsbacka;Fjärås Bräckaskolan Gaia;Ja;Ja;Ja
1384;Kungsbacka;Fjärås Bräckaskolan Tellus;Ja;Ja;Ja
1384;Kungsbacka;Frillesåsskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;Fullriggaren Malevik F-3;Ja;Ja;Ja
1384;Kungsbacka;Furulidsskolan;Ja;Ja;Ja
1384;Kungsbacka;Gottskär Grundskola;Ja;Ja;Ja
1384;Kungsbacka;Gullregnsskolan ;Ja;Ja;Ja
1384;Kungsbacka;Gällingeskolan Blå;Ja;Ja;Ja
1384;Kungsbacka;Hedeskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;Internationella Engelska Skolan Kungsbacka;Ja;Ja;Ja
1384;Kungsbacka;Iseråsskolan Körsbärsdalen;Ja;Ja;Ja
1384;Kungsbacka;KMS Kullaviks Montessoriskola;Ja;Ja;Ja
1384;Kungsbacka;Kollaskolan F-3 Gul;Ja;Ja;Ja
1384;Kungsbacka;Kullaviksskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;Nova Montessoriskola;Ja;Ja;Ja
1384;Kungsbacka;Pontos Grundskola;Ja;Ja;Ja
1384;Kungsbacka;Presseskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;Särö Montessoriskola;Ja;Ja;Ja
1384;Kungsbacka;Särö skola F-4;Ja;Ja;Ja
1384;Kungsbacka;Tingbergsskolan A-C;Ja;Ja;Ja
1384;Kungsbacka;Tingbergsskolan B;Ja;Ja;Ja
1384;Kungsbacka;Toråsskolan F-3;Ja;Ja;Ja
1384;Kungsbacka;Vittra Forsgläntan;Ja;Ja;Ja
1384;Kungsbacka;Åsa Gårdsskola F-3;Ja;Ja;Ja
1384;Kungsbacka;Åsaskolan F-3;Ja;Ja;Ja
1401;Härryda;Backaskolan;Ja;Ja;Ja
1401;Härryda;Eskilsbyskolan;Ja;Ja;Ja
1401;Härryda;Fridaskolan, Härryda;Ja;Ja;Ja
1401;Härryda;Furuhällsskolan F-2;Ja;Ja;Ja
1401;Härryda;Hindåsskolan F-3;Ja;Ja;Ja
1401;Härryda;Hällingsjöskolan;Ja;Ja;Ja
1401;Härryda;Härrydaskolan;Ja;Ja;Ja
1401;Härryda;Högadalsskolan 2;Ja;Ja;Ja
1401;Härryda;Landvetterskolan F-3;Ja;Ja;Ja
1401;Härryda;Lunnaskolan F-1;Ja;Ja;Ja
1401;Härryda;Rävlandaskolan F-5;Ja;Ja;Ja
1401;Härryda;Skinnefjällsskolan F+2;Ja;Ja;Ja
1401;Härryda;Säteriskolan F,2,4;Ja;Ja;Ja
1401;Härryda;Vällsjöskolan;Ja;Ja;Ja
1402;Partille;Björndammens skola F-6;Ja;Ja;Ja
1402;Partille;Casa Montessori;Ja;Ja;Ja
1402;Partille;Furulunds skola F-6;Ja;Ja;Ja
1402;Partille;Jonsereds skola F-5;Ja;Ja;Ja
1402;Partille;Lillegårdsskolan F-5;Ja;Ja;Ja
1402;Partille;Oxledsskolan ;Ja;Ja;Ja
1402;Partille;Skulltorps skola F-5;Ja;Ja;Ja
1402;Partille;Ugglums skola F-3;Ja;Ja;Ja
1402;Partille;Vallhamra skola F-3;Ja;Ja;Ja
1402;Partille;Öjersjö Brunn skola A F-4;Ja;Ja;Ja
1402;Partille;Öjersjö Brunn skola B F-4;Ja;Ja;Ja
1407;Öckerö;Bergagårdsskolan;Ja;Ja;Ja
1407;Öckerö;Betelskolan;Ja;Ja;Ja
1407;Öckerö;Björkö skola;Ja;Ja;Ja
1407;Öckerö;Fotö skola;Ja;Ja;Ja
1407;Öckerö;Hälsö skola;Ja;Ja;Ja
1407;Öckerö;Kompassenskolan;Ja;Ja;Ja
1407;Öckerö;Rörö skola;Ja;Ja;Ja
1415;Stenungsund;Ekenässkolan;Ja;Ja;Ja
1415;Stenungsund;Hallernaskolan;Ja;Ja;Ja
1415;Stenungsund;Jörlandaskolan;Ja;Ja;Ja
1415;Stenungsund;Kopperskolan;Ja;Ja;Ja
1415;Stenungsund;Kristinedalskolan F-6;Ja;Ja;Ja
1415;Stenungsund;Kyrkenorumskolan;Ja;Ja;Ja
1415;Stenungsund;Spekerödskolan;Ja;Ja;Ja
1415;Stenungsund;Stenungsunds Montessoriskola;Ja;Ja;Ja
1415;Stenungsund;Stora Högaskolan F-6;Ja;Ja;Ja
1415;Stenungsund;Ucklumskolan;Ja;Ja;Ja
1419;Tjörn;Fridas Hage;Ja;Ja;Ja
1419;Tjörn;Kållekärr skola;Ja;Ja;Ja
1419;Tjörn;Myggenäs skola;Ja;Ja;Ja
1419;Tjörn;Rönnäng skola;Ja;Ja;Ja
1419;Tjörn;Skärhamns skola;Ja;Ja;Ja
1419;Tjörn;Tjörns montessori skola och förskola;Ja;Ja;Ja
1421;Orust;Ellös skola;Ja;Ja;Ja
1421;Orust;Henåns skola F-3;Ja;Ja;Ja
1421;Orust;Orust Montessoriskola;Ja;Ja;Ja
1421;Orust;Varekils skola;Ja;Ja;Ja
1421;Orust;Ängås skola F-3;Ja;Ja;Ja
1427;Sotenäs;Bovallstrands skola;Ja;Ja;Ja
1427;Sotenäs;Hunnebostrands skola;Ja;Ja;Ja
1427;Sotenäs;Smögens skola;Ja;Ja;Ja
1427;Sotenäs;Åsenskolan;Ja;Ja;Ja
1430;Munkedal;Bruksskolan;Ja;Ja;Ja
1430;Munkedal;Hedekas skola;Ja;Ja;Ja
1430;Munkedal;Hällevadsholms skola;Ja;Ja;Ja
1430;Munkedal;Munkedalsskolan;Ja;Ja;Ja
1435;Tanum;Backa skola;Ja;Ja;Ja
1435;Tanum;Fjällbacka skola;Ja;Ja;Ja
1435;Tanum;Grebbestadskolan;Ja;Ja;Ja
1435;Tanum;Hamburgsundskolan F-9;Ja;Ja;Ja
1435;Tanum;Lurs skola;Ja;Ja;Ja
1435;Tanum;Rabbalshede skola;Ja;Ja;Ja
1435;Tanum;Sjöstjärneskolan;Ja;Ja;Ja
1435;Tanum;Tanumskolan F-6;Ja;Ja;Ja
1439;Färgelanda;Högsäter skola;Ja;Ja;Ja
1439;Färgelanda;Höjdenskolan;Ja;Ja;Ja
1439;Färgelanda;Järbo friskola;Ja;Ja;Ja
1439;Färgelanda;Stigens Friskola AB;Ja;Ja;Ja
1439;Färgelanda;Ödeborgs skola;Ja;Ja;Ja
1440;Ale;Ahlafors Fria skola;Ja;Ja;Ja
1440;Ale;Bohusskolan;Ja;Ja;Ja
1440;Ale;Garnvindeskolan;Ja;Ja;Ja
1440;Ale;Himlaskolan;Ja;Ja;Ja
1440;Ale;Kronaskolan F-3;Ja;Ja;Ja
1440;Ale;Nolskolan;Ja;Ja;Ja
1440;Ale;Nödingeskolan;Ja;Ja;Ja
1440;Ale;Surteskolan;Ja;Ja;Ja
1441;Lerum;Almekärrsskolan skolenhet 1;Ja;Ja;Ja
1441;Lerum;Aspen Montessori;Ja;Ja;Ja
1441;Lerum;Aspenässkolan 1;Ja;Ja;Ja
1441;Lerum;Berghultskolan 1;Ja;Ja;Ja
1441;Lerum;Centralskolan;Ja;Ja;Ja
1441;Lerum;Hulanskolan;Ja;Ja;Ja
1441;Lerum;Hästhagenskolan;Ja;Ja;Ja
1441;Lerum;Knappekullaskolan skolenhet 1;Ja;Ja;Ja
1441;Lerum;Lekstorpsskolan A;Ja;Ja;Ja
1441;Lerum;Ljungviksskolan skolenhet A;Ja;Ja;Ja
1441;Lerum;Montessoriskolan Floda säteri;Ja;Ja;Ja
1441;Lerum;Röselidsskolan skolenhet A;Ja;Ja;Ja
1441;Lerum;Stenkulan F-3;Ja;Ja;Ja
1441;Lerum;Tolleredsskolan;Ja;Ja;Ja
1441;Lerum;Uddaredsskolan;Ja;Ja;Ja
1441;Lerum;Östad skola;Ja;Ja;Ja
1442;Vårgårda;Asklanda skola;Ja;Ja;Ja
1442;Vårgårda;Fridhemskolan;Ja;Ja;Ja
1442;Vårgårda;Hols skola;Ja;Ja;Ja
1442;Vårgårda;Lena skola;Ja;Ja;Ja
1442;Vårgårda;Lindbladskolan F-3;Ja;Ja;Ja
1442;Vårgårda;Nårunga skola;Ja;Ja;Ja
1443;Bollebygd;Bollebygdskolan F-3;Ja;Ja;Ja
1443;Bollebygd;Föräldrakooperativet Gadden;Ja;Ja;Ja
1443;Bollebygd;Töllsjöskolan;Ja;Ja;Ja
1443;Bollebygd;Örelundskolan;Ja;Ja;Ja
1444;Grästorp;Lunnevienheten;Ja;Ja;Ja
1445;Essunga;Bredöls skola;Ja;Ja;Ja
1445;Essunga;Jonslunds skola;Ja;Ja;Ja
1445;Essunga;Nossebro skola år 0-5;Ja;Ja;Ja
1446;Karlsborg;Forsviks friskola;Ja;Ja;Ja
1446;Karlsborg;Mölltorpskolan;Ja;Ja;Ja
1446;Karlsborg;Strandskolan;Ja;Ja;Ja
1447;Gullspång;Gullstensskolan åk F-6;Ja;Ja;Ja
1447;Gullspång;Regnbågsskolan;Ja;Ja;Ja
1452;Tranemo;Dalstorpskolan;Ja;Ja;Ja
1452;Tranemo;Grimsåsskolan;Ja;Ja;Ja
1452;Tranemo;Limmaredskolan;Ja;Ja;Ja
1452;Tranemo;Länghemskolan;Ja;Ja;Ja
1452;Tranemo;Tranängskolan F-6;Ja;Ja;Ja
1460;Bengtsfors;Bäckeskolan;Ja;Ja;Ja
1460;Bengtsfors;Ekhagsskolan;Ja;Ja;Ja
